Order ID,completeness_score,has_main,has_side,has_drink,has_dessert,missing_categories,num_missing,recommendation_priority,order_veg_type,categories_present
6151075924,0.65,1,1,0,0,drink|dessert,2,0.35,non-veg,main|side
6141955190,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6144240421,0.65,1,1,0,0,drink|dessert,2,0.35,non-veg,main|side
6149580829,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6148946223,0.65,1,1,0,0,drink|dessert,2,0.35,non-veg,main|side
6149660907,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6143011766,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6142542206,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6143031049,0.65,1,1,0,0,drink|dessert,2,0.35,non-veg,main|side
6137759430,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6151542918,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6148032286,0.65,1,1,0,0,drink|dessert,2,0.35,non-veg,main|side
6151184755,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6151212614,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6150530192,0.65,1,1,0,0,drink|dessert,2,0.35,non-veg,main|side
6147280588,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6129754839,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6150206967,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6144748788,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6143383996,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6147356060,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6139066441,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6149292474,0.65,1,1,0,0,drink|dessert,2,0.35,non-veg,main|side
6147153950,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6144644656,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6147135501,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6145082908,0.25,0,1,0,0,main|drink|dessert,3,0.75,veg,side
6138922698,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6148352067,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6148109643,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6146307177,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,combo
6147558212,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6147098530,0.25,0,1,0,0,main|drink|dessert,3,0.95,veg,side
6145603662,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6145559363,0.25,0,1,0,0,main|drink|dessert,3,0.95,veg,side
6146040255,0.65,1,1,0,0,drink|dessert,2,0.35,non-veg,main|side
6141867628,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6142740721,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6144695178,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6144219290,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6147231368,0.65,1,1,0,0,drink|dessert,2,0.35,non-veg,main|side
6141422662,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6143080225,0.25,0,1,0,0,main|drink|dessert,3,0.95,veg,side
6143624024,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6136204115,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6131947787,0.65,1,1,0,0,drink|dessert,2,0.35,non-veg,main|side
6124801607,0.65,1,1,0,0,drink|dessert,2,0.35,non-veg,main|side
6144790441,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6130866834,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6134999782,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6143338997,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6139838375,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6139795100,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6143057628,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6139878163,0.65,1,1,0,0,drink|dessert,2,0.35,non-veg,main|side
6135961731,0.65,1,1,0,0,drink|dessert,2,0.35,non-veg,main|side
6128955784,0.85,1,1,1,0,dessert,1,0.15,non-veg,drink|main|side
6138152630,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6141450696,0.25,0,1,0,0,main|drink|dessert,3,0.95,veg,side
6168736994,0.25,0,1,0,0,main|drink|dessert,3,0.75,veg,side
6170903653,0.4,1,0,0,0,side|drink|dessert,3,0.8,veg,main
6170009130,0.25,0,1,0,0,main|drink|dessert,3,0.95,veg,side
6170168184,0.65,1,1,0,0,drink|dessert,2,0.35,non-veg,main|side
6151451438,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6159343792,0.4,1,0,0,0,side|drink|dessert,3,0.8,veg,main
6170217857,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6169828720,0.65,1,1,0,0,drink|dessert,2,0.35,veg,main|side
6158730663,0.25,0,1,0,0,main|drink|dessert,3,0.95,non-veg,side
6168584321,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6161290353,0.4,1,0,0,0,side|drink|dessert,3,0.8,veg,main
6169133439,0.25,0,1,0,0,main|drink|dessert,3,0.95,veg,side
6160640802,0.25,0,1,0,0,main|drink|dessert,3,0.75,veg,side
6169062392,0.4,1,0,0,0,side|drink|dessert,3,0.8,veg,main
6161292989,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6163530459,0.65,1,1,0,0,drink|dessert,2,0.35,veg,main|side
6165257699,0.4,1,0,0,0,side|drink|dessert,3,0.8,veg,main
6158682689,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6168111876,0.4,1,0,0,0,side|drink|dessert,3,0.6,veg,main
6152764316,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6164225680,0.4,1,0,0,0,side|drink|dessert,3,0.8,veg,main
6166222213,0.4,1,0,0,0,side|drink|dessert,3,0.8,veg,main
6167929031,0.4,1,0,0,0,side|drink|dessert,3,0.8,veg,main
6167293645,0.4,1,0,0,0,side|drink|dessert,3,0.8,veg,main
6167708795,0.25,0,1,0,0,main|drink|dessert,3,0.95,non-veg,side
6164335141,0.65,1,1,0,0,drink|dessert,2,0.35,non-veg,main|side
6162702576,0.65,1,1,0,0,drink|dessert,2,0.35,non-veg,main|side
6158234196,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6164968885,0.4,1,0,0,0,side|drink|dessert,3,0.6,non-veg,main
6162225866,0.4,1,0,0,0,side|drink|dessert,3,0.8,veg,main
6163713945,0.25,0,1,0,0,main|drink|dessert,3,0.75,non-veg,side
6165158289,0.4,1,0,0,0,side|drink|dessert,3,0.8,veg,main
6164234926,0.6,1,0,1,0,side|dessert,2,0.4,non-veg,drink|main
6161935858,0.25,0,1,0,0,main|drink|dessert,3,0.95,veg,side
6165088077,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6162143361,0.65,1,1,0,0,drink|dessert,2,0.35,veg,main|side
6159787348,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6163786461,0.25,0,1,0,0,main|drink|dessert,3,0.95,veg,side
6152361356,0.45,0,1,1,0,main|dessert,2,0.55,veg,drink|side
6163435728,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6165628053,0.25,0,1,0,0,main|drink|dessert,3,0.95,veg,side
6163731946,0.6,1,0,1,0,side|dessert,2,0.4,non-veg,drink|main
6150192890,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6163537755,0.65,1,1,0,0,drink|dessert,2,0.35,veg,main|side
6162421877,0.25,0,1,0,0,main|drink|dessert,3,0.95,non-veg,side
6159609490,0.4,1,0,0,0,side|drink|dessert,3,0.8,veg,main
6153398838,0.65,1,1,0,0,drink|dessert,2,0.35,veg,main|side
6153743517,0.65,1,1,0,0,drink|dessert,2,0.35,veg,main|side
6164932139,0.65,1,1,0,0,drink|dessert,2,0.35,non-veg,main|side
6157234824,0.65,1,1,0,0,drink|dessert,2,0.35,veg,main|side
6163072697,0.4,1,0,0,0,side|drink|dessert,3,0.8,non-veg,main
6162500077,0.65,1,1,0,0,drink|dessert,2,0.35,non-veg,main|side
6161120321,0.4,1,0,0,0,side|drink|dessert,3,0.8,veg,main
6161838041,0.25,0,1,0,0,main|drink|dessert,3,0.95,veg,side
6163568531,0.25,0,1,0,0,main|drink|dessert,3,0.95,non-veg,side
